"a baby in the ICU ? this makes me feel worried for it, but also it might be okay and it's sweet to see the hand.",2.5945945945945947,2.6216216216216215
A beautiful young girl.,3.210526315789474,2.9210526315789473
"A child carelessly hurt his head, and is in a hospital for help",4.444444444444445,3.1944444444444446
A child was tortured and is desperate.,4.5675675675675675,3.5945945945945947
"a guy in a suit looking very seriously, looks like he's about to say something and it makes me feel a little nervous as if it's a reprimand or bad.",3.763157894736842,2.6315789473684212
"a guy looking pretty seriously at the camera, it feels a bit solemn and like there's a cold atmosphere, but also like this is extreme.",2.8684210526315788,2.4210526315789473
A kind old man from Africa.,4.378378378378378,4.108108108108108
A person's hand may have been cut off or something. RIP them.,3.2972972972972974,3.27027027027027
"a photoshoot of a person looking wise, confident, content seems like its fall.",3.1578947368421053,3.0526315789473686
A scene in movie to show a murder case. ,5.631578947368421,3.4473684210526314
"A woman carelessly hurt herself, her husband will soon help her.",4,3.081081081081081
"a woman is talking on the phone, maybe a picture from the 80s, makes me feel calm and interested to see where and when its from.",3.3783783783783785,4.243243243243243
A young girl is killed.,6.297297297297297,3
aagh it is their neck this makes me feel sick and helpless and sad and confused as well.,1.837837837837838,2.4054054054054053
aaghh their side is split open and I do not understand what is happening to their body this is upsetting and makes me feel sad.,2.2972972972972974,2.4594594594594597
abused beaten up and cut up she is tired sharing her story to someone.,4.027027027027027,3
aghh this is scary and I don't even know what is happening and the subject of the photo.,1.945945945945946,2.72972972972973
"Almost guessed a good pic was coming after those last few. This one's fine, baby's adorable as always.",2.4864864864864864,2.8378378378378377
An old man is dying.,5.947368421052632,2.8947368421052633
another cute baby. babies are great. this makes me happy and makes me think of my nephews.,1.9189189189189189,2.5945945945945947
aww a cute baby with a blanket on this makes me feel really happy and makes me think of my nephews and niece which is nice and it's a classic.,1.9736842105263157,2.5526315789473686
baby and mother premature is going to make it eventually.,4.2105263157894735,4.105263157894737
baby get the help she/he needs and mother is happy to see her baby will survive.,4.081081081081081,2.810810810810811
baby holding parents finger few months old hasn't had teeth yet.,5.2631578947368425,2.8947368421052633
baby starting at photographer nice curls big eyes blue dress.,4.368421052631579,2.8684210526315788
"Badly burned, seems dead, unpleasant to look at. Eww. ",3.135135135135135,2.675675675675676
badly burned? missing fingers will be cured by doctors.,4.388888888888889,3.2777777777777777
badly cut up horrible whatever happened to him on the black market? ,2.973684210526316,2.9473684210526314
Bloody picture. Man being tortured.,5.75,2.9444444444444446
Bloody. ,5.216216216216216,3
blue eyes golden brown hair looks resentful.,4.027027027027027,2.891891891891892
bodies were saved people came to help some.,4.918918918918919,3.7027027027027026
breast cancer tumor extremely malignant is seems woman looks like she's getting an operation for it.,4.631578947368421,2.8157894736842106
"Can't identify anything out of the norm for this image. Man's squinting a bit, but he seems like he's smiling? Might not have bad implications.",3.1621621621621623,2.918918918918919
"Can't see too much, other than the fact that this patient seems like he's on life support. It's really tragic, but at least he's receiving treatment, and he's in a clean medical environment.",3.2972972972972974,3.1621621621621623
"Can't tell if he's just crying, or if there's an eye disease involved. Seems like an older man, which makes this image really sad. ",2.8378378378378377,3.2972972972972974
"Can't tell if there's a related condition, but child looks like she's in some kind of discomfort. Maybe needs something from her mom.",3.263157894736842,2.6578947368421053
"Changing my thoughts, this could be a movie or an actor or makeup artist.",2.473684210526316,2.6578947368421053
Child carelessly hurt himself and tomato sauce randomly on his body.,3.9444444444444446,2.9722222222222223
child in massacre.,6.026315789473684,2.8947368421052633
comes out alive eventually gets stiches for these cuts.,5.27027027027027,3.8378378378378377
cut off to save the person or else he would have died.,4.5,3.473684210526316
cute and lovely baby.,2.4324324324324325,2.27027027027027
Cute baby again?? his mom is going to love these pictures. He is an easy baby.,2.4324324324324325,2.7837837837837838
cute baby enjoying a day at home content and happy.,3.3055555555555554,2.8333333333333335
cute baby parents wanted a photoshoot to commemorate the birth of their child really cute is healthy.,3.4054054054054053,3.135135135135135
cute baby.,2.5945945945945947,2.891891891891892
Cute baby? He has little chubby rolls on his arm and loves holding on to fingers.,3.1315789473684212,2.8157894736842106
Cute baby? Lovely?,2.361111111111111,2.75
cute lovely baby.,2.6842105263157894,2.3947368421052633
cute lovely baby.,2.5526315789473686,2.5
doctors are doing something to help a patient. the patient will come out alive everything is good.,3.789473684210526,3.289473684210526
Doesn't seem like there's anything outwardly disturbing about this image. The wave of his hairline is interesting. ,2.8378378378378377,3.054054054054054
"Doesn't seem particularly emotional. Also looks like a movie scene, just from first glance. ",3.026315789473684,3.1578947368421053
Eww. disturbing image. doesn't look real though. It could be a prop.,2.0789473684210527,2.9210526315789473
fall day baby is living life he's cute has parents who love him.,3.054054054054054,2.72972972972973
getting dental checkup kids don't always like going to the dentist has a cavity maybe kid will be alright.,3.6216216216216215,2.972972972972973
getting treatment for the burns and the wounds will eventually make it out alive.,4.54054054054054,3.72972972972973
"Good image, peaceful, child looks curious and pretty happy. I like the fall scenery.",2.25,2.8333333333333335
got a successful c section baby came out okay.,4.815789473684211,3.0526315789473686
happy baby smiling baby  loved by parents maybe 1 yr. old hasn't had any teeth.,3.7837837837837838,2.891891891891892
happy man enjoying photoshoot has straight teeth.,4.526315789473684,3.1052631578947367
He could be about to get medical help and everything will be fine.,3.4324324324324325,3.324324324324324
he looks kind of sad I guess which makes  me feel confused and a little sad. also the background is red and dramatic which adds to the effect.,2.789473684210526,2.763157894736842
he looks like a politician or a random person in a movie. he has more hair on one side of his moustache.,4.1891891891891895,2.891891891891892
he seems hot but otherwise fine. this image makes me feel neutral mostly.,2.864864864864865,2.72972972972973
Hopefully he will be fine and help will come and everything will be okay but I still feel bad and unsettled. ,2.1621621621621623,3.189189189189189
Hopefully this is just a movie and everything is fine but it's hard to think about that.,2.324324324324324,3.324324324324324
horrible burns don't know if the kid is alive or dead looks extremely painful.,3.2972972972972974,2.8378378378378377
horrible burns from something his face will be disfigured how'd this come to be.,3.7837837837837838,3.72972972972973
horrible what happened his face is cut open.,3.1842105263157894,2.4473684210526314
I am confused as to why his skin looks orange but otherwise this photo doesn't make me feel weird.,2.526315789473684,2.8947368421052633
I can't think of a change this is horrible and upsetting it looks like he is dead.,2.526315789473684,2.526315789473684
I can't think of a change. but I guess this looks.,2.1052631578947367,2.8947368421052633
I cannot think of a change for this either. it is upsetting and sickening.,1.868421052631579,2.4473684210526314
I do not feel anything from this picture…,2.1315789473684212,2.1052631578947367
I do not like neck injuries. They really freak me out. His neck was probably slashed by a knife.,2.5833333333333335,3.0277777777777777
I feel very very extremely bad to see this picture? What is this?,1.8108108108108107,2.27027027027027
I guess he is laughing so that is good. the picture almost looks a little fake though.,2.973684210526316,2.9473684210526314
I think person may have just been murdered or a severe accident. Blood is not a good sign.,3.4473684210526314,2.6842105263157894
I'm not sure what's going on lady is being strangled?,2.888888888888889,2.361111111111111
"I've never even seen someone's innards before. This looks bad, but could potentially be something like open heart surgery. Might be done under controlled.",3.2432432432432434,3.189189189189189
inners of a person perhaps during surgery.,5.473684210526316,3.1578947368421053
It a symbol of mother or some surgery to change sex.,4.552631578947368,3.1842105263157894
It is a creepy toy from Mexico or somewhere in middle Asia. just a toy.,3.6666666666666665,4
"It is a handsome man, well-educated, kind and gentle.",2.710526315789474,2.3684210526315788
It is a magic show. All tomato sauces . I believe.,3.4054054054054053,2.4324324324324325
it is yet another cute baby. I love when babies make this kind of face and this picture makes me feel happy and nostalgic. ,1.8157894736842106,2.6842105263157894
It just seems like surgery is taking place. Hopefully the person will survive.,3.5,2.8333333333333335
It look like she was murdered or someone tried to take their face off. Very bloody and sad.,3.3421052631578947,3.3947368421052633
"it looks like a child about to cry, as if they're getting disciplined. feels pretty serious but a little funny.",3,2.7567567567567566
it looks like he is in a hospital so his pain might be almost over and help is at hand if he needs it.,3.5945945945945947,2.8378378378378377
It looks like he is in the ER and his life is being saved. I feel bad for him.,3.027027027027027,2.891891891891892
It looks like she is trying to make herself feel beautiful after getting out.,3,2.6216216216216215
"it looks like someone is extremely injured, looks very scary and not like there's going to be any reasonable solution.",3.108108108108108,3.135135135135135
"it looks like someone just had surgery or an injury, hope that they are okay. it's kind of hard.",3.108108108108108,2.675675675675676
"it looks like the aftermath of war, pretty bad and I feel very distressed and nervous looking at it.",2.5,3.8421052631578947
It looks like the person has a bad disease. ITs somewhat disturbing.,3.324324324324324,2.72972972972973
it looks like this kid had a bad injury or damage to his face head which is sad.,3.3157894736842106,3.236842105263158
"it looks pretty bad, but I'm not sure what I'm looking at. I hope that everyone involved is okay, I feel pretty nervous.",2,2.8157894736842106
